1	5327589
1	5327591
1	5327607
1	5327631
1	5327639
1	5327647
1	11161557
1	11161561
1	11161565
1	11161569
1	11161573
1	11161577
1	11161581
1	17545716
1	17545758
1	17916182
1	17916183
1	23305914
1	23427326
1	23427336
1	23427338
1	23427341
1	23427345
1	23427356
1	23427361
1	23427365
1	26906728
1	26906749
1	26906761
1	26906775
1	26907150
1	40743258
1	40782231
1	40782248
1	40782249
1	40782253
1	40782254
1	40782258
1	40782259
1	40782263
1	40782268
1	40782483
1	43200478
1	43200485
1	43201150
1	43201159
1	43201165
1	43418445
1	45193044
1	45193049
1	45193054
1	45193059
1	45193064
1	46203352
1	46203357
1	46203362
1	46364779
1	46364784
1	46696202
1	46696231
1	46696232
1	46696241
1	46696242
1	46696250
1	46696349
1	46696354
1	46696362
1	49235485
1	49235488
1	49235503
1	49235505
1	49235508
1	50904398
1	50904401
1	50904407
1	50922078
1	50922125
1	63378415
1	63378420
1	63378425
1	63378430
1	63378435
1	66905009
1	67081032
1	67081041
1	67086828
1	67090748
1	67090758
1	67090810
1	68966557
1	68966563
1	68966569
1	69354630
1	73140190
1	73140195
1	73140200
1	73140205
1	73140210
1	73140215
1	73140230
1	84980060
1	85014969
1	85024958
1	85025121
1	85025144
1	85064858
1	85065995
1	90310666
1	90310667
1	90310678
1	90538458
1	90538468
1	90950027
1	90950044
1	90950047
1	90950059
1	90950062
1	90950241
1	97683150
1	97869749
1	97869772
1	97869973
1	97870000
1	97870005
1	100450310
1	100580060
1	100580072
1	100580077
1	103543870
1	103543922
1	103543935
1	103544322
1	103544346
1	103544357
1	104120999
1	104121004
1	104121009
1	104121014
1	104121019
1	104121024
1	104121029
1	104121034
1	113975276
1	113975287
1	113975297
1	113975311
1	113975312
1	113975322
1	120034286
1	120034300
1	120034309
1	120034335
1	120034347
1	120034349
1	120034351
1	127236906
1	127236911
1	127236916
1	127236930
1	127236950
1	129972542
1	130011999
1	130012003
1	130012009
1	138305485
1	138305491
1	138340394
1	138340438
1	138340462
1	139642576
1	139648775
1	140794998
1	140795011
1	141577984
1	141595128
1	141595132
1	141595136
1	141595140
1	141698096
1	141698099
1	143091997
1	143092006
1	143092012
1	143092033
1	143092042
1	143092051
1	143372909
1	143372915
1	154343290
1	154343297
1	154343316
1	154343326
1	154343341
1	167646205
1	167646216
1	167646236
1	167646253
1	167646294
1	168649743
1	171075433
1	171075445
1	171075471
1	171075507
1	171075518
1	171083073
1	178809995
1	178809998
1	178810009
1	178810011
1	178810013
1	178810031
1	178810223
1	179637131
1	179637133
1	179637134
1	179638053
1	179641166
1	180241875
1	180241882
1	180243382
1	180243594
1	180243958
1	182905661
1	182905666
1	182977054
1	182977060
1	182985013
1	182985037
1	183057165
1	183063144
1	183063152
1	183073123
1	183073163
1	183073269
1	183073287
1	183073946
1	183074331
1	188324692
1	188325193
1	188325295
1	188606908
10	3109448
10	3109461
10	3109508
10	3110477
10	3111268
10	3111281
10	4162017
10	4162029
10	4241319
10	4241336
10	4241346
10	4241348
10	4241368
10	4245291
10	4245307
10	4245649
10	4245652
10	4245742
10	4730248
10	4730373
10	5006719
10	5015491
10	5015495
10	5015503
10	5015507
10	5015511
10	5161348
10	5161351
10	6846097
10	6846100
10	6846121
10	6846135
10	6846140
10	7362997
10	7363028
10	7363033
10	7364702
10	7364773
10	9723253
10	10153955
10	10153995
10	10154002
10	10154003
10	10154028
10	11867778
10	17310425
10	17310427
10	17310431
10	17310433
10	17310437
10	17321900
10	17321942
10	17321989
10	17383850
10	17384956
10	17384961
10	17384968
10	17384974
10	17384980
10	18134409
10	18134410
10	18653373
10	18653377
10	18972473
10	18972478
10	18972483
10	18972488
10	18972493
10	18972498
10	19197440
10	19197441
10	19197445
10	19197449
10	19197451
10	19197453
10	19197457
10	22194148
10	22237079
10	22237107
10	22237358
10	22237367
10	22237388
10	22237671
10	22237846
10	22237855
10	22237857
10	22238692
10	22385161
10	22392764
10	22392774
10	22392788
10	22392837
10	22407852
10	22407859
10	22407868
10	22407880
10	22407899
10	22407940
10	22407946
10	22407947
10	22407969
10	22407970
10	22409969
10	24753466
10	24753470
10	25909817
10	25909840
10	25909843
10	35078166
10	35078193
10	35078220
10	35078237
10	35078244
10	40700091
10	40700097
10	40700115
10	40700118
10	40700134
10	43042367
10	43042371
10	43042375
10	43042385
10	43042393
10	45396071
10	46069970
10	46069974
10	46069987
10	46069991
10	46069995
10	46069999
10	46431839
10	64391931
10	64391947
10	64391949
10	64391951
10	64391953
10	64673892
10	64674764
10	64674770
10	64674776
10	64674782
10	64674788
10	64674794
10	64674800
10	64674806
10	64674809
10	64674812
10	64674815
10	64674818
10	64684825
10	65407151
10	65447159
10	65447167
10	65447207
10	65448607
10	65463022
10	65463071
10	65463072
10	76036665
10	76036677
10	76036693
10	76036697
10	76036699
10	76036702
10	76036707
10	76036715
10	76036732
10	76148666
10	76148667
10	76148668
10	76148675
10	76582034
10	76582039
10	76582044
10	77210204
10	77210209
10	77210214
10	77210219
10	77210224
10	77210229
10	77210234
10	77210239
10	77210244
10	77210249
10	77210254
10	84880577
10	84880578
10	84880582
10	84880587
10	84880588
10	84880594
10	84880606
10	89517602
10	89517609
10	89517644
10	89517653
10	89517661
10	89517669
10	89517677
10	89517683
10	89517692
10	89617987
10	92919846
10	93150218
10	93150698
10	93150717
10	93150791
10	93150967
10	104234897
10	104239373
10	104239374
10	104240264
10	104240460
10	104240575
10	104240599
10	105925427
10	106043281
10	106043313
10	106043318
10	106043324
10	106043326
10	106043328
10	106043330
10	106043332
10	106043519
10	106535799
10	107631999
10	107661553
10	107661615
10	107661618
10	114054614
10	114060057
10	114060068
10	114060199
10	114067909
10	115379706
10	115435530
10	115435576
10	115435587
10	115435639
10	115596474
10	115596477
10	115596480
10	115596486
10	115596489
10	119120142
10	119142617
10	119142623
10	119142629
10	119142640
10	119186093
10	122528866
10	122528875
10	122528882
10	122528883
10	122528884
10	122528889
10	124610383
10	124610464
10	124684941
10	124685069
10	124685198
10	124685213
10	124685216
10	124685221
11	13457981
11	13457987
