1	3417203
1	5073334
1	5327589
1	5327591
1	5327607
1	5327631
1	5327639
1	5327647
1	6005645
1	7002393
1	7675812
1	8745612
1	9328515
1	10240088
1	10240127
1	10240130
1	11016232
1	11161557
1	11161561
1	11161565
1	11161569
1	11161573
1	11161577
1	11161581
1	11753300
1	12198474
1	12198482
1	12198490
1	13032676
1	13426251
1	13426256
1	13845065
1	14598307
1	14598325
1	15276769
1	15277094
1	15303171
1	16751051
1	16751063
1	16942764
1	16942771
1	17151422
1	17545707
1	17545716
1	17545758
1	17916182
1	18194093
1	18194137
1	19885027
1	21055410
1	21501628
1	22788181
1	22839000
1	23427326
1	23427336
1	23427338
1	23427341
1	23427345
1	23427356
1	23427361
1	23427365
1	23496139
1	23807567
1	24331361
1	24331696
1	24377217
1	25296428
1	26286841
1	26600420
1	26769653
1	26906728
1	26906749
1	26906761
1	26906775
1	26907150
1	27107040
1	27260955
1	28256577
1	28855951
1	29381515
1	29474529
1	29474570
1	29474573
1	29474795
1	29595649
1	29876994
1	29915923
1	30208401
1	30249864
1	30323266
1	30323276
1	33096834
1	34356368
1	35258956
1	35258962
1	35258968
1	37153733
1	38269182
1	38269221
1	38269238
1	40344563
1	40740348
1	40782231
1	40782248
1	40782249
1	40782253
1	40782254
1	40782258
1	40782259
1	40782263
1	40782268
1	40782483
1	41452006
1	41792749
1	41835118
1	41835128
1	41838619
1	43200478
1	43200485
1	43201150
1	43201159
1	43201165
1	43424009
1	43658578
1	44102921
1	44966532
1	45193044
1	45193049
1	45193054
1	45193059
1	45193064
1	45408165
1	46203347
1	46203352
1	46203357
1	46203362
1	46364779
1	46364784
1	46364808
1	49235485
1	49235488
1	49235503
1	49235505
1	49235508
1	50078729
1	50157721
1	50287871
1	50320470
1	50728275
1	50904395
1	50904398
1	50904401
1	50904407
1	50922125
1	50922140
1	51024268
1	52083868
1	52752305
1	52771544
1	52771573
1	52771841
1	55662165
1	55707904
1	56230697
1	56580249
1	57146171
1	59001688
1	60928892
1	60953571
1	62088446
1	62814992
1	62986323
1	62986326
1	62986329
1	62986332
1	63378415
1	63378420
1	63378425
1	63378430
1	63378435
1	63443450
1	63970890
1	64175978
1	65822851
1	66183029
1	66340600
1	66340607
1	67081032
1	67081041
1	67086828
1	67090748
1	67090758
1	67090810
1	67333456
1	68966551
1	68966557
1	68966563
1	68966569
1	69354630
1	69354639
1	69917284
1	69985108
1	69985118
1	70205651
1	70675290
1	70949208
1	72161456
1	72802763
1	72959767
1	72959792
1	73121162
1	73140190
1	73140195
1	73140200
1	73140205
1	73140210
1	73140215
1	73140230
1	76131388
1	76510812
1	77205610
1	77395884
1	78202412
1	78512312
1	78512328
1	78808768
1	79514588
1	79514592
1	79514792
1	80656255
1	82165217
1	83020099
1	83518029
1	83579824
1	84233068
1	84497309
1	85933102
1	85933107
1	86266210
1	86266216
1	86266220
1	86738912
1	87806303
1	88108798
1	90310650
1	90310666
1	90310667
1	90310678
1	90538458
1	90538468
1	90538476
1	90734873
1	91142961
1	92330918
1	92330936
1	93449587
1	94645198
1	95487927
1	96007187
1	96007273
1	96592083
1	96592809
1	96592887
1	96757713
1	97477517
1	98809416
1	98880328
1	98990618
1	98990624
1	99295317
1	99355424
1	99355483
1	99834233
1	99834264
1	99859109
1	99859124
1	100244187
1	100329368
1	100450294
1	100450310
1	100580072
1	100580077
1	100580082
1	100592076
1	102110916
1	102419582
1	102478403
1	102896185
1	102896193
1	103256818
1	103608707
1	103774512
1	104120999
1	104121004
1	104121009
1	104121014
1	104121019
1	104121024
1	104121029
1	104121034
1	104398471
1	104465642
1	104554267
1	106200674
1	106904525
1	107130325
1	107495026
1	107650976
1	108676678
1	108676679
1	108765361
1	108777889
1	109757832
1	109969497
1	110473542
1	110728617
1	110861288
1	111075951
1	111143215
1	112786756
1	113041314
1	113824689
1	113893705
1	113975287
1	113975297
1	113975311
1	113975312
1	113975322
1	114140627
1	114347714
1	115785931
1	115876215
1	115876222
1	115939075
1	116699067
1	116783235
1	116986286
1	117036429
1	117049276
1	117562586
1	118591080
1	119047406
1	119166975
1	119402118
1	120034286
1	120034300
1	120034309
1	120034335
1	120034347
1	120034349
1	120034351
1	120591766
1	120975129
1	121165925
1	121578252
1	121578260
1	121578261
1	121923453
1	122389492
1	122389493
1	123020803
1	123736787
1	124420371
1	124466818
1	124597658
1	125396279
1	125731501
1	125731505
1	125731549
1	126316728
1	126748366
1	126829807
1	127149882
1	127380484
1	128612344
1	128620937
1	128620955
1	129100164
1	129100174
1	129337513
1	129972501
1	129972542
1	130011999
1	130012003
1	130012009
1	130012085
1	130360998
1	132787928
1	132787932
1	132787968
1	133835785
1	133894248
1	133894264
1	134655653
1	134655659
1	134655665
1	135742269
1	135742377
1	135825335
1	135825347
1	135825359
1	136543814
1	137212089
1	137366789
1	137883574
1	138225330
1	138305475
1	138784990
1	141577984
1	141595128
1	141595132
1	141595136
1	141595140
1	142068906
1	142068942
1	143091997
1	143092006
1	143092012
1	143092033
1	143092042
1	143092051
1	143372909
1	143372915
1	145159799
1	145262874
1	145904654
1	145993978
1	146047923
1	146570158
1	146679413
1	146774011
1	147753093
1	147800224
1	148067141
1	148248439
1	148703878
1	148703888
1	148722813
1	149693642
1	149807606
1	150011258
1	152366980
1	152366984
1	152366988
1	152366992
1	153499746
1	153536872
1	154739329
1	154881648
1	155782216
1	156811320
1	157563542
